index,page,row,school_info,question_source,answer_source,question_url,answer_url,question_path,answer_path
1,1,1,"安和國小 / 新北市 / 1年級 國語 / 113下 期末2 / 康軒",20002162b1216ee998b8.pdf,20002162a1216ee998b8.pdf,https://www.tcool.cc/d/q/20002162b1216ee998b8.pdf,https://www.tcool.cc/d/a/20002162a1216ee998b8.pdf,questions/Q_20002162b1216ee998b8.pdf,answers/A_20002162a1216ee998b8.pdf
2,1,7,"和順國小 / 臺南市 / 1年級 國語 / 113下 期末2 / 康軒",20000820b12427b5d688.pdf,20000820a12427b5d688.pdf,https://www.tcool.cc/d/q/20000820b12427b5d688.pdf,https://www.tcool.cc/d/a/20000820a12427b5d688.pdf,questions/Q_20000820b12427b5d688.pdf,answers/A_20000820a12427b5d688.pdf
3,1,8,"大墩國小 / 臺中市 / 1年級 國語 / 113下 期末2 / 康軒",20000627b1245ec056cf.pdf,20000627a1245ec056cf.pdf,https://www.tcool.cc/d/q/20000627b1245ec056cf.pdf,https://www.tcool.cc/d/a/20000627a1245ec056cf.pdf,questions/Q_20000627b1245ec056cf.pdf,answers/A_20000627a1245ec056cf.pdf
4,1,9,"安和國小 / 新北市 / 1年級 國語 / 113下 期中1 / 康軒",20002161b1145cb6aa0b.pdf,20002161a1145cb6aa0b.pdf,https://www.tcool.cc/d/q/20002161b1145cb6aa0b.pdf,https://www.tcool.cc/d/a/20002161a1145cb6aa0b.pdf,questions/Q_20002161b1145cb6aa0b.pdf,answers/A_20002161a1145cb6aa0b.pdf
5,1,10,"和順國小 / 臺南市 / 1年級 國語 / 113下 期中1 / 康軒",20000796b1210c4d7659.pdf,20000796a1210c4d7659.pdf,https://www.tcool.cc/d/q/20000796b1210c4d7659.pdf,https://www.tcool.cc/d/a/20000796a1210c4d7659.pdf,questions/Q_20000796b1210c4d7659.pdf,answers/A_20000796a1210c4d7659.pdf
6,2,1,"和順國小 / 臺南市 / 1年級 國語 / 113上 期末2 / 康軒",20000772b1140e6c7283.pdf,20000772a1140e6c7283.pdf,https://www.tcool.cc/d/q/20000772b1140e6c7283.pdf,https://www.tcool.cc/d/a/20000772a1140e6c7283.pdf,questions/Q_20000772b1140e6c7283.pdf,answers/A_20000772a1140e6c7283.pdf
7,2,2,"安和國小 / 新北市 / 1年級 國語 / 113上 期中1 / 康軒",20002159b62445889d0a.pdf,20002159a62445889d0a.pdf,https://www.tcool.cc/d/q/20002159b62445889d0a.pdf,https://www.tcool.cc/d/a/20002159a62445889d0a.pdf,questions/Q_20002159b62445889d0a.pdf,answers/A_20002159a62445889d0a.pdf
8,2,4,"和順國小 / 臺南市 / 1年級 國語 / 113上 期中1 / 康軒",20000748b11123337483.pdf,20000748a11123337483.pdf,https://www.tcool.cc/d/q/20000748b11123337483.pdf,https://www.tcool.cc/d/a/20000748a11123337483.pdf,questions/Q_20000748b11123337483.pdf,answers/A_20000748a11123337483.pdf
9,2,7,"安和國小 / 新北市 / 1年級 國語 / 112下 期末2 / 康軒",20002077b1211a4c1863.pdf,20002077a1211a4c1863.pdf,https://www.tcool.cc/d/q/20002077b1211a4c1863.pdf,https://www.tcool.cc/d/a/20002077a1211a4c1863.pdf,questions/Q_20002077b1211a4c1863.pdf,answers/A_20002077a1211a4c1863.pdf
10,3,1,"四維國小 / 臺中市 / 1年級 國語 / 112下 期末2 / 康軒",10048816695e41317500.pdf,10048816695e413178f1.pdf,https://www.tcool.cc/d/q/10048816695e41317500.pdf,https://www.tcool.cc/d/a/10048816695e413178f1.pdf,questions/Q_10048816695e41317500.pdf,answers/A_10048816695e413178f1.pdf
11,3,2,"太平國小 / 臺北市 / 1年級 國語 / 112下 期末2 / 康軒",1005165668cb4614bd97.pdf,1005165668cb4013fbb6.pdf,https://www.tcool.cc/d/q/1005165668cb4614bd97.pdf,https://www.tcool.cc/d/a/1005165668cb4013fbb6.pdf,questions/Q_1005165668cb4614bd97.pdf,answers/A_1005165668cb4013fbb6.pdf
12,3,3,"田中國小 / 彰化縣 / 1年級 國語 / 112下 期末2 / 康軒",10029556687c0185fa24.pdf,10029556687c01861348.pdf,https://www.tcool.cc/d/q/10029556687c0185fa24.pdf,https://www.tcool.cc/d/a/10029556687c01861348.pdf,questions/Q_10029556687c0185fa24.pdf,answers/A_10029556687c01861348.pdf
13,3,6,"廣興國小 / 彰化縣 / 1年級 國語 / 112下 期末2 / 康軒",1002998667536399a5e4.pdf,10029986675148bbfe88.pdf,https://www.tcool.cc/d/q/1002998667536399a5e4.pdf,https://www.tcool.cc/d/a/10029986675148bbfe88.pdf,questions/Q_1002998667536399a5e4.pdf,answers/A_10029986675148bbfe88.pdf
14,3,7,"舊館國小 / 彰化縣 / 1年級 國語 / 112下 期末3 / 康軒",1002932667bca6d1b516.pdf,1002932667bca6d1b865.pdf,https://www.tcool.cc/d/q/1002932667bca6d1b516.pdf,https://www.tcool.cc/d/a/1002932667bca6d1b865.pdf,questions/Q_1002932667bca6d1b516.pdf,answers/A_1002932667bca6d1b865.pdf
15,3,9,"四維國小 / 臺中市 / 1年級 國語 / 112下 期中1 / 康軒",10048816694d1a840529.pdf,10048816694d1a840c1e.pdf,https://www.tcool.cc/d/q/10048816694d1a840529.pdf,https://www.tcool.cc/d/a/10048816694d1a840c1e.pdf,questions/Q_10048816694d1a840529.pdf,answers/A_10048816694d1a840c1e.pdf
16,3,10,"太平國小 / 臺北市 / 1年級 國語 / 112下 期中1 / 康軒",1005165668cb20893b67.pdf,1005165668cb17898b59.pdf,https://www.tcool.cc/d/q/1005165668cb20893b67.pdf,https://www.tcool.cc/d/a/1005165668cb17898b59.pdf,questions/Q_1005165668cb20893b67.pdf,answers/A_1005165668cb17898b59.pdf
17,4,1,"三民國小 / 彰化縣 / 1年級 國語 / 112下 期中1 / 康軒",1002865662b4bd770ff8.pdf,1002865662b4bd77123c.pdf,https://www.tcool.cc/d/q/1002865662b4bd770ff8.pdf,https://www.tcool.cc/d/a/1002865662b4bd77123c.pdf,questions/Q_1002865662b4bd770ff8.pdf,answers/A_1002865662b4bd77123c.pdf
18,4,2,"廣興國小 / 彰化縣 / 1年級 國語 / 112下 期中1 / 康軒",1002998662095fb6a63d.pdf,1002998662095fb6ab87.pdf,https://www.tcool.cc/d/q/1002998662095fb6a63d.pdf,https://www.tcool.cc/d/a/1002998662095fb6ab87.pdf,questions/Q_1002998662095fb6a63d.pdf,answers/A_1002998662095fb6ab87.pdf
19,4,3,"舊館國小 / 彰化縣 / 1年級 國語 / 112下 期中1 / 康軒",10029326614f569dff24.pdf,10029326614f569e03ed.pdf,https://www.tcool.cc/d/q/10029326614f569dff24.pdf,https://www.tcool.cc/d/a/10029326614f569e03ed.pdf,questions/Q_10029326614f569dff24.pdf,answers/A_10029326614f569e03ed.pdf
20,4,4,"安和國小 / 新北市 / 1年級 國語 / 112上 期末2 / 康軒",20002075b11166991231.pdf,20002075a11166991231.pdf,https://www.tcool.cc/d/q/20002075b11166991231.pdf,https://www.tcool.cc/d/a/20002075a11166991231.pdf,questions/Q_20002075b11166991231.pdf,answers/A_20002075a11166991231.pdf
21,4,5,"三民國小 / 彰化縣 / 1年級 國語 / 112上 期末2 / 康軒",1002865662b631b85a89.pdf,1002865662b4bd74fbc5.pdf,https://www.tcool.cc/d/q/1002865662b631b85a89.pdf,https://www.tcool.cc/d/a/1002865662b4bd74fbc5.pdf,questions/Q_1002865662b631b85a89.pdf,answers/A_1002865662b4bd74fbc5.pdf
22,4,6,"四維國小 / 臺中市 / 1年級 國語 / 112上 期末2 / 康軒",100488165c07f6ad116c.pdf,100488165c083fa84dd2.pdf,https://www.tcool.cc/d/q/100488165c07f6ad116c.pdf,https://www.tcool.cc/d/a/100488165c083fa84dd2.pdf,questions/Q_100488165c07f6ad116c.pdf,answers/A_100488165c083fa84dd2.pdf
23,4,7,"草港國小 / 彰化縣 / 1年級 國語 / 112上 期末2 / 康軒",100290165af27a1bb48a.pdf,100290165af27a1bbb70.pdf,https://www.tcool.cc/d/q/100290165af27a1bb48a.pdf,https://www.tcool.cc/d/a/100290165af27a1bbb70.pdf,questions/Q_100290165af27a1bb48a.pdf,answers/A_100290165af27a1bbb70.pdf
24,4,8,"太平國小 / 臺北市 / 1年級 國語 / 112上 期末2 / 康軒",100516565af128e23c1d.pdf,100516565af128e2420b.pdf,https://www.tcool.cc/d/q/100516565af128e23c1d.pdf,https://www.tcool.cc/d/a/100516565af128e2420b.pdf,questions/Q_100516565af128e23c1d.pdf,answers/A_100516565af128e2420b.pdf
25,4,9,"廣興國小 / 彰化縣 / 1年級 國語 / 112上 期末2 / 康軒",1002998659e3bffef086.pdf,1002998659e3bffef546.pdf,https://www.tcool.cc/d/q/1002998659e3bffef086.pdf,https://www.tcool.cc/d/a/1002998659e3bffef546.pdf,questions/Q_1002998659e3bffef086.pdf,answers/A_1002998659e3bffef546.pdf
26,4,10,"安和國小 / 新北市 / 1年級 國語 / 112上 期中1 / 康軒",20002074b6244dd500d6.pdf,20002074a6244dd500d6.pdf,https://www.tcool.cc/d/q/20002074b6244dd500d6.pdf,https://www.tcool.cc/d/a/20002074a6244dd500d6.pdf,questions/Q_20002074b6244dd500d6.pdf,answers/A_20002074a6244dd500d6.pdf
27,5,1,"四維國小 / 臺中市 / 1年級 國語 / 112上 期中1 / 康軒",100488165c1910277e86.pdf,100488165c18f9add790.pdf,https://www.tcool.cc/d/q/100488165c1910277e86.pdf,https://www.tcool.cc/d/a/100488165c18f9add790.pdf,questions/Q_100488165c1910277e86.pdf,answers/A_100488165c18f9add790.pdf
28,5,3,"中正國小 / 彰化縣 / 1年級 國語 / 112上 期中1 / 康軒",10029956551968bc9417.pdf,10029956551968bc9630.pdf,https://www.tcool.cc/d/q/10029956551968bc9417.pdf,https://www.tcool.cc/d/a/10029956551968bc9630.pdf,questions/Q_10029956551968bc9417.pdf,answers/A_10029956551968bc9630.pdf
29,5,8,"成功國小 / 彰化縣 / 1年級 國語 / 111下 期末3 / 康軒",100298964af9f4803b09.pdf,100298964af9f4803e3a.pdf,https://www.tcool.cc/d/q/100298964af9f4803b09.pdf,https://www.tcool.cc/d/a/100298964af9f4803e3a.pdf,questions/Q_100298964af9f4803b09.pdf,answers/A_100298964af9f4803e3a.pdf
30,5,9,"村上國小 / 彰化縣 / 1年級 國語 / 111下 期末3 / 康軒",100294864aab20d1166e.pdf,100294864aab20d1197d.pdf,https://www.tcool.cc/d/q/100294864aab20d1166e.pdf,https://www.tcool.cc/d/a/100294864aab20d1197d.pdf,questions/Q_100294864aab20d1166e.pdf,answers/A_100294864aab20d1197d.pdf
31,6,1,"成功國小 / 彰化縣 / 1年級 國語 / 111下 期中2 / 康軒",100298964702a2d95f06.pdf,100298964702a2d9670a.pdf,https://www.tcool.cc/d/q/100298964702a2d95f06.pdf,https://www.tcool.cc/d/a/100298964702a2d9670a.pdf,questions/Q_100298964702a2d95f06.pdf,answers/A_100298964702a2d9670a.pdf
32,6,2,"大園國小 / 彰化縣 / 1年級 國語 / 111下 期中2 / 康軒",1002924645dd5c42d2d2.pdf,1002924645dd5c42d5c8.pdf,https://www.tcool.cc/d/q/1002924645dd5c42d2d2.pdf,https://www.tcool.cc/d/a/1002924645dd5c42d5c8.pdf,questions/Q_1002924645dd5c42d2d2.pdf,answers/A_1002924645dd5c42d5c8.pdf
33,6,3,"東芳國小 / 彰化縣 / 1年級 國語 / 111下 期中1 / 康軒",1002863645ca1cb68b69.pdf,1002863645ca1cb6bfe0.pdf,https://www.tcool.cc/d/q/1002863645ca1cb68b69.pdf,https://www.tcool.cc/d/a/1002863645ca1cb6bfe0.pdf,questions/Q_1002863645ca1cb68b69.pdf,answers/A_1002863645ca1cb6bfe0.pdf
34,6,4,"成功國小 / 彰化縣 / 1年級 國語 / 111下 期中1 / 康軒",10029896425412c67f06.pdf,10029896425412c681d4.pdf,https://www.tcool.cc/d/q/10029896425412c67f06.pdf,https://www.tcool.cc/d/a/10029896425412c681d4.pdf,questions/Q_10029896425412c67f06.pdf,answers/A_10029896425412c681d4.pdf
35,6,5,"村上國小 / 彰化縣 / 1年級 國語 / 111下 期中1 / 康軒",100294864214de2d22f7.pdf,100294864214de2d50f6.pdf,https://www.tcool.cc/d/q/100294864214de2d22f7.pdf,https://www.tcool.cc/d/a/100294864214de2d50f6.pdf,questions/Q_100294864214de2d22f7.pdf,answers/A_100294864214de2d50f6.pdf
36,6,6,"中正國小 / 彰化縣 / 1年級 國語 / 111上 期末2 / 康軒",100299563c761fed5be5.pdf,100299563c761fed5e9c.pdf,https://www.tcool.cc/d/q/100299563c761fed5be5.pdf,https://www.tcool.cc/d/a/100299563c761fed5e9c.pdf,questions/Q_100299563c761fed5be5.pdf,answers/A_100299563c761fed5e9c.pdf
37,6,7,"成功國小 / 彰化縣 / 1年級 國語 / 111上 期末3 / 康軒",100298963c5e6747319c.pdf,100298963c5e674739af.pdf,https://www.tcool.cc/d/q/100298963c5e6747319c.pdf,https://www.tcool.cc/d/a/100298963c5e674739af.pdf,questions/Q_100298963c5e6747319c.pdf,answers/A_100298963c5e674739af.pdf
38,6,8,"忠孝國小 / 高雄市 / 1年級 國語 / 111上 期中1 / 康軒",20002297b61470eae081.pdf,20002297a61470eae081.pdf,https://www.tcool.cc/d/q/20002297b61470eae081.pdf,https://www.tcool.cc/d/a/20002297a61470eae081.pdf,questions/Q_20002297b61470eae081.pdf,answers/A_20002297a61470eae081.pdf
39,6,9,"大園國小 / 彰化縣 / 1年級 國語 / 111上 期中1 / 康軒",100292463c79dc6ab004.pdf,100292463c79dc6ab2b8.pdf,https://www.tcool.cc/d/q/100292463c79dc6ab004.pdf,https://www.tcool.cc/d/a/100292463c79dc6ab2b8.pdf,questions/Q_100292463c79dc6ab004.pdf,answers/A_100292463c79dc6ab2b8.pdf
40,7,4,"桃子腳國小 / 新北市 / 1年級 國語 / 110下 期末2 / 康軒",20002459b12172856b06.pdf,20002459a12172856b06.pdf,https://www.tcool.cc/d/q/20002459b12172856b06.pdf,https://www.tcool.cc/d/a/20002459a12172856b06.pdf,questions/Q_20002459b12172856b06.pdf,answers/A_20002459a12172856b06.pdf
41,7,7,"新生國小 / 臺東縣 / 1年級 國語 / 110下 期末2 / 康軒",100434962df726cb1a3f.pdf,100434962df726cb1d0d.pdf,https://www.tcool.cc/d/q/100434962df726cb1a3f.pdf,https://www.tcool.cc/d/a/100434962df726cb1d0d.pdf,questions/Q_100434962df726cb1a3f.pdf,answers/A_100434962df726cb1d0d.pdf
