index,page,row,school_info,question_source,answer_source,question_url,answer_url,question_path,answer_path
1,2,2,"四維國小 / 臺中市 / 4年級 國語 / 112下 期末2 / 康軒",1004881669614ac7b16c.pdf,1004881669614ac7b541.pdf,https://www.tcool.cc/d/q/1004881669614ac7b16c.pdf,https://www.tcool.cc/d/a/1004881669614ac7b541.pdf,questions/Q_1004881669614ac7b16c.pdf,answers/A_1004881669614ac7b541.pdf
2,2,3,"太平國小 / 臺北市 / 4年級 國語 / 112下 期末2 / 康軒",1005165668ce649225ec.pdf,1005165668ce5ffe3f1b.pdf,https://www.tcool.cc/d/q/1005165668ce649225ec.pdf,https://www.tcool.cc/d/a/1005165668ce5ffe3f1b.pdf,questions/Q_1005165668ce649225ec.pdf,answers/A_1005165668ce5ffe3f1b.pdf
3,2,7,"成功國小 / 彰化縣 / 4年級 國語 / 112下 期末3 / 康軒",1002989667bcc029db07.pdf,1002989667bcc029edb1.pdf,https://www.tcool.cc/d/q/1002989667bcc029db07.pdf,https://www.tcool.cc/d/a/1002989667bcc029edb1.pdf,questions/Q_1002989667bcc029db07.pdf,answers/A_1002989667bcc029edb1.pdf
4,2,8,"成功國小 / 彰化縣 / 4年級 國語 / 112下 期中2 / 康軒",10029896650b0bb9b4b8.pdf,10029896650b0bb9b726.pdf,https://www.tcool.cc/d/q/10029896650b0bb9b4b8.pdf,https://www.tcool.cc/d/a/10029896650b0bb9b726.pdf,questions/Q_10029896650b0bb9b4b8.pdf,answers/A_10029896650b0bb9b726.pdf
5,2,9,"安和國小 / 新北市 / 4年級 國語 / 112下 期中1 / 康軒",20002107b41463382dec.pdf,20002107a41463382dec.pdf,https://www.tcool.cc/d/q/20002107b41463382dec.pdf,https://www.tcool.cc/d/a/20002107a41463382dec.pdf,questions/Q_20002107b41463382dec.pdf,answers/A_20002107a41463382dec.pdf
6,2,10,"四維國小 / 臺中市 / 4年級 國語 / 112下 期中1 / 康軒",10048816694daa0e8e1c.pdf,10048816694daa0e91f9.pdf,https://www.tcool.cc/d/q/10048816694daa0e8e1c.pdf,https://www.tcool.cc/d/a/10048816694daa0e91f9.pdf,questions/Q_10048816694daa0e8e1c.pdf,answers/A_10048816694daa0e91f9.pdf
7,3,1,"成功國小 / 彰化縣 / 4年級 國語 / 112下 期中1 / 康軒",1002989661dea17b4e55.pdf,1002989661de9e4e7957.pdf,https://www.tcool.cc/d/q/1002989661dea17b4e55.pdf,https://www.tcool.cc/d/a/1002989661de9e4e7957.pdf,questions/Q_1002989661dea17b4e55.pdf,answers/A_1002989661de9e4e7957.pdf
8,3,2,"安和國小 / 新北市 / 4年級 國語 / 112上 期末2 / 康軒",20002106b4116c9b88a1.pdf,20002106a4116c9b88a1.pdf,https://www.tcool.cc/d/q/20002106b4116c9b88a1.pdf,https://www.tcool.cc/d/a/20002106a4116c9b88a1.pdf,questions/Q_20002106b4116c9b88a1.pdf,answers/A_20002106a4116c9b88a1.pdf
9,3,3,"四維國小 / 臺中市 / 4年級 國語 / 112上 期末2 / 康軒",100488165c08b6d59312.pdf,100488165c08b93726d8.pdf,https://www.tcool.cc/d/q/100488165c08b6d59312.pdf,https://www.tcool.cc/d/a/100488165c08b93726d8.pdf,questions/Q_100488165c08b6d59312.pdf,answers/A_100488165c08b93726d8.pdf
10,3,4,"太平國小 / 臺北市 / 4年級 國語 / 112上 期末2 / 康軒",100516565af128e2f235.pdf,100516565af128e2f7a9.pdf,https://www.tcool.cc/d/q/100516565af128e2f235.pdf,https://www.tcool.cc/d/a/100516565af128e2f7a9.pdf,questions/Q_100516565af128e2f235.pdf,answers/A_100516565af128e2f7a9.pdf
11,3,5,"成功國小 / 彰化縣 / 4年級 國語 / 112上 期末3 / 康軒",100298965a954a1940d0.pdf,100298965a954a194302.pdf,https://www.tcool.cc/d/q/100298965a954a1940d0.pdf,https://www.tcool.cc/d/a/100298965a954a194302.pdf,questions/Q_100298965a954a1940d0.pdf,answers/A_100298965a954a194302.pdf
12,3,6,"成功國小 / 彰化縣 / 4年級 國語 / 112上 期中2 / 康軒",100298965767548f025b.pdf,100298965767548f086e.pdf,https://www.tcool.cc/d/q/100298965767548f025b.pdf,https://www.tcool.cc/d/a/100298965767548f086e.pdf,questions/Q_100298965767548f025b.pdf,answers/A_100298965767548f086e.pdf
13,3,8,"安和國小 / 新北市 / 4年級 國語 / 112上 期中1 / 康軒",20002105b3244a1d4f4c.pdf,20002105a3244a1d4f4c.pdf,https://www.tcool.cc/d/q/20002105b3244a1d4f4c.pdf,https://www.tcool.cc/d/a/20002105a3244a1d4f4c.pdf,questions/Q_20002105b3244a1d4f4c.pdf,answers/A_20002105a3244a1d4f4c.pdf
14,4,2,"四維國小 / 臺中市 / 4年級 國語 / 112上 期中1 / 康軒",100488165c1aacd8ccd2.pdf,100488165c1aacd8d17d.pdf,https://www.tcool.cc/d/q/100488165c1aacd8ccd2.pdf,https://www.tcool.cc/d/a/100488165c1aacd8d17d.pdf,questions/Q_100488165c1aacd8ccd2.pdf,answers/A_100488165c1aacd8d17d.pdf
15,4,4,"敦化國小 / 臺北市 / 4年級 國語 / 112上 期中1 / 康軒",10050506551811c3eb2b.pdf,10050506551811c3ecf8.pdf,https://www.tcool.cc/d/q/10050506551811c3eb2b.pdf,https://www.tcool.cc/d/a/10050506551811c3ecf8.pdf,questions/Q_10050506551811c3eb2b.pdf,answers/A_10050506551811c3ecf8.pdf
16,4,5,"太平國小 / 臺北市 / 4年級 國語 / 112上 期中1 / 康軒",1005165654c858163878.pdf,1005165654ae24be0d80.pdf,https://www.tcool.cc/d/q/1005165654c858163878.pdf,https://www.tcool.cc/d/a/1005165654ae24be0d80.pdf,questions/Q_1005165654c858163878.pdf,answers/A_1005165654ae24be0d80.pdf
17,4,9,"成功國小 / 彰化縣 / 4年級 國語 / 112上 期中1 / 康軒",1002989653f64de3ab70.pdf,1002989653f64de3af4b.pdf,https://www.tcool.cc/d/q/1002989653f64de3ab70.pdf,https://www.tcool.cc/d/a/1002989653f64de3af4b.pdf,questions/Q_1002989653f64de3ab70.pdf,answers/A_1002989653f64de3af4b.pdf
18,5,1,"中正國小 / 彰化縣 / 4年級 國語 / 111下 期末2 / 康軒",10029956549df6e217b5.pdf,1002995654434c9a4c3a.pdf,https://www.tcool.cc/d/q/10029956549df6e217b5.pdf,https://www.tcool.cc/d/a/1002995654434c9a4c3a.pdf,questions/Q_10029956549df6e217b5.pdf,answers/A_1002995654434c9a4c3a.pdf
19,5,3,"內安國小 / 彰化縣 / 4年級 國語 / 111下 期末2 / 康軒",1002958649bd0c003618.pdf,1002958649bd0c006c55.pdf,https://www.tcool.cc/d/q/1002958649bd0c003618.pdf,https://www.tcool.cc/d/a/1002958649bd0c006c55.pdf,questions/Q_1002958649bd0c003618.pdf,answers/A_1002958649bd0c006c55.pdf
20,5,6,"大園國小 / 彰化縣 / 4年級 國語 / 111下 期末3 / 康軒",10029246531e86923759.pdf,10029246531e86923988.pdf,https://www.tcool.cc/d/q/10029246531e86923759.pdf,https://www.tcool.cc/d/a/10029246531e86923988.pdf,questions/Q_10029246531e86923759.pdf,answers/A_10029246531e86923988.pdf
